Date,Month,Year,Holidays_Count,Days,PM2.5,PM10,NO2,SO2,CO,Ozone,AQI,AQI_Class
24,0.0,2021,1,0.9999999999999999,230.38,287.86,0.2821314436570793,0.01640074872983332,0.12189616252821672,0.2215251391711584,370,Dangerous
25,0.0,2021,0,0.0,186.34,311.67,0.03513037839840674,0.045191193511008115,0.22121896162528218,0.20429442431739858,345,Dangerous
26,0.0,2021,1,0.16666666666666666,207.46,344.53,0.045782965124357373,0.06970318210179159,0.24153498871331833,0.2080056552089776,369,Dangerous
27,0.0,2021,0,0.33333333333333337,216.71,397.43,0.07489231624287898,0.059987521169444696,0.21670428893905194,0.19112839091632053,371,Dangerous
28,0.0,2021,0,0.5,294.71,496.55,0.08834699643369924,0.07736874944290935,0.3679458239277653,0.207033666165945,373,Dangerous
29,0.0,2021,0,0.6666666666666666,301.61,396.57,0.27013570469176973,0.033247169979499065,0.45372460496614,0.16656357691967835,440,Hazardous
30,0.0,2021,0,0.8333333333333334,209.05,306.17,0.22497800009263122,0.03164274890810232,0.2686230248306998,0.2482990191746929,363,Dangerous
31,0.0,2021,1,0.9999999999999999,222.87,323.33,0.28037145106757444,0.028701310277208306,0.4040632054176073,0.2142794026685517,368,Dangerous
1,0.09090909090909091,2021,0,0.0,285.13,398.91,0.26737992682136075,0.03164274890810232,0.4108352144469526,0.24476451356366521,400,Dangerous
2,0.09090909090909091,2021,0,0.16666666666666666,304.79,416.62,0.29123245796859804,0.04323023442374543,0.5033860045146727,0.1896262260316338,408,Hazardous
3,0.09090909090909091,2021,0,0.33333333333333337,209.32,299.0,0.3651521467278033,0.02335324003921918,0.3724604966139955,0.22373420517805068,367,Dangerous
4,0.09090909090909091,2021,0,0.5,134.66,170.25,0.25934417118243713,0.0171138247615652,0.17381489841986458,0.29893081205266414,352,Dangerous
5,0.09090909090909091,2021,0,0.6666666666666666,68.49,116.65,0.2580936501319994,0.023264105535252697,0.1015801354401806,0.24600159052752493,142,Unhealthy
6,0.09090909090909091,2021,0,0.8333333333333334,131.68,182.92,0.23257375758417861,0.03449505303502986,0.13092550790067722,0.2835557126446938,261,Very Unhealthy
7,0.09090909090909091,2021,1,0.9999999999999999,180.68,241.07,0.21928118197397065,0.037971298689722786,0.20541760722347632,0.28010956967394185,279,Very Unhealthy
8,0.09090909090909091,2021,0,0.0,243.78,369.18,0.2459126487888472,0.027720830733576972,0.3295711060948081,0.24370416188035696,375,Dangerous
9,0.09090909090909091,2021,0,0.16666666666666666,226.95,332.06,0.34176277152517254,0.03280149745966663,0.3656884875846501,0.2227622161350181,385,Dangerous
10,0.09090909090909091,2021,0,0.33333333333333337,250.09,373.71,0.3177018202028623,0.03761476067385685,0.4808126410835215,0.2206415127684015,359,Dangerous
11,0.09090909090909091,2021,0,0.5,201.81,317.99,0.23910425640313096,0.03021659684463856,0.327313769751693,0.1948396218078996,370,Dangerous
12,0.09090909090909091,2021,0,0.6666666666666666,240.74,352.71,0.2481821129174193,0.02308583652731972,0.38148984198645597,0.24282053547760005,310,Dangerous
13,0.09090909090909091,2021,0,0.8333333333333334,165.42,213.89,0.2611504793664027,0.027988234245476418,0.4920993227990972,0.1639126977114076,319,Dangerous
14,0.09090909090909091,2021,1,0.9999999999999999,198.9,286.26,0.2366032143022556,0.031107941884303415,0.4063205417607224,0.23115666696120876,371,Dangerous
15,0.09090909090909091,2021,0,0.0,174.53,292.2,0.2558936593951183,0.023531509047152156,0.39051918735891655,0.13890607051338694,335,Dangerous
16,0.09090909090909091,2021,0,0.16666666666666666,182.05,278.41,0.26383678384512066,0.023709778055085125,0.34762979683972917,0.20288062207298752,344,Dangerous
17,0.09090909090909091,2021,0,0.33333333333333337,214.19,333.83,0.23174007688388684,0.029681789820839646,0.35891647855530484,0.18476628081647076,367,Dangerous
18,0.09090909090909091,2021,0,0.5,167.49,249.49,0.220508545227178,0.02977092432480613,0.32279909706546284,0.19634178669258637,335,Dangerous
19,0.09090909090909091,2021,0,0.6666666666666666,186.42,276.56,0.22692325505997873,0.03280149745966663,0.4085778781038375,0.12962799328443933,340,Dangerous
20,0.09090909090909091,2021,0,0.8333333333333334,127.6,208.49,0.18989393728868512,0.025225064622515378,0.3679458239277653,0.16912609348767338,293,Very Unhealthy
21,0.09090909090909091,2021,1,0.9999999999999999,209.65,300.97,0.1974896947802325,0.019787859880559762,0.35665914221218964,0.29963771317486965,356,Dangerous
22,0.09090909090909091,2021,0,0.0,206.34,334.88,0.24341160668797185,0.02335324003921918,0.4063205417607224,0.27984448175311477,352,Dangerous
23,0.09090909090909091,2021,0,0.16666666666666666,201.0,367.24,0.2328053355564819,0.049380515197432924,0.38600451467268626,0.23522134841389056,339,Dangerous
24,0.09090909090909091,2021,0,0.33333333333333337,243.42,420.65,0.25237367421610857,0.04688474908637133,0.5665914221218962,0.21843244676150922,350,Dangerous
25,0.09090909090909091,2021,0,0.5,193.5,352.73,0.20300125052105045,0.026651216685979147,0.4063205417607224,0.21931607316426613,337,Dangerous
26,0.09090909090909091,2021,0,0.6666666666666666,164.34,297.78,0.2305358714279098,0.022016222479721903,0.38826185101580135,0.18388265441371388,295,Very Unhealthy
27,0.09090909090909091,2021,0,0.8333333333333334,81.79,268.51,0.0788754573664953,0.02165968446385596,0.20090293453724603,0.272333657329681,225,Very Unhealthy
28,0.09090909090909091,2021,1,0.9999999999999999,98.08,239.96,0.07618915288777732,0.03832783670558873,0.10835214446952598,0.4185738269859503,235,Very Unhealthy
1,0.1818181818181818,2021,0,0.0,97.62,247.38,0.07077022833588069,0.04011052678491844,0.1015801354401806,0.357957055756826,187,Unhealthy
2,0.1818181818181818,2021,0,0.16666666666666666,100.87,272.73,0.05953869667917189,0.06818789553436135,0.05869074492099324,0.49014756560926037,227,Very Unhealthy
3,0.1818181818181818,2021,0,0.33333333333333337,131.63,264.11,0.07901440414987727,0.08646046884749085,0.16478555304740408,0.30573473535389234,259,Very Unhealthy
4,0.1818181818181818,2021,0,0.5,157.94,343.04,0.08929646612014265,0.05303502986005883,0.38148984198645597,0.3441724838738181,276,Very Unhealthy
5,0.1818181818181818,2021,0,0.6666666666666666,139.43,309.98,0.07387337316474457,0.03271236295570015,0.1760722347629797,0.3567199787929663,290,Very Unhealthy
6,0.1818181818181818,2021,0,0.8333333333333334,121.86,257.23,0.07065443934972906,0.046082538550672965,0.13544018058690746,0.3523902094194574,257,Very Unhealthy
7,0.1818181818181818,2021,1,0.9999999999999999,154.41,300.45,0.08348385901533047,0.059809252161511714,0.4762979683972912,0.4206061677122912,270,Very Unhealthy
8,0.1818181818181818,2021,0,0.0,110.05,233.19,0.09663748784215646,0.027720830733576972,0.2686230248306998,0.3526552973402845,227,Very Unhealthy
9,0.1818181818181818,2021,0,0.16666666666666666,157.38,323.11,0.08366912139317308,0.018361707817096,0.28216704288939054,0.2606697888132898,297,Very Unhealthy
10,0.1818181818181818,2021,0,0.33333333333333337,91.85,192.7,0.08623963688573943,0.021124877440057047,0.10609480812641084,0.2061500397631881,205,Very Unhealthy
11,0.1818181818181818,2021,1,0.5,121.57,233.44,0.12530684081330187,0.02682948569391211,0.32279909706546284,0.25050808518158524,262,Very Unhealthy
12,0.1818181818181818,2021,0,0.6666666666666666,85.57,207.14,0.11301005048399797,0.028701310277208306,0.20090293453724603,0.20349916055491735,203,Very Unhealthy
13,0.1818181818181818,2021,0,0.8333333333333334,138.97,245.6,0.09427539252466305,0.027007754701845084,0.21670428893905194,0.21215869930193512,236,Very Unhealthy
14,0.1818181818181818,2021,1,0.9999999999999999,132.36,253.72,0.08725857996387384,0.025849006150280775,0.10609480812641084,0.24361579924008128,251,Very Unhealthy
15,0.1818181818181818,2021,0,0.0,126.93,265.71,0.08897225695891807,0.022996702023353244,0.13318284424379234,0.224794556861359,219,Very Unhealthy
16,0.1818181818181818,2021,0,0.16666666666666666,146.41,391.08,0.08600805891343614,0.02041180140832516,0.13318284424379234,0.15825748873376333,277,Very Unhealthy
17,0.1818181818181818,2021,0,0.33333333333333337,138.5,358.46,0.08985225325367052,0.03333630448346555,0.11512415349887134,0.16011310417955285,352,Dangerous
18,0.1818181818181818,2021,0,0.5,152.31,380.31,0.09182066601824836,0.033158035475532574,0.17155756207674946,0.1597596536184501,313,Dangerous
19,0.1818181818181818,2021,0,0.6666666666666666,114.38,311.33,0.09267750451577046,0.031731883412068805,0.1106094808126411,0.21843244676150922,298,Very Unhealthy
20,0.1818181818181818,2021,0,0.8333333333333334,145.03,284.59,0.12039738780047242,0.03886264372938765,0.17381489841986458,0.13254396041353714,264,Very Unhealthy
21,0.1818181818181818,2021,1,0.9999999999999999,186.0,404.45,0.033601963781205134,0.1453783759693377,0.1467268623024831,0.1968719625342405,316,Dangerous
22,0.1818181818181818,2021,0,0.0,85.87,328.0,0.025311472372747904,0.06595953293519921,0.10383747178329572,0.13643191658566756,283,Very Unhealthy
23,0.1818181818181818,2021,0,0.16666666666666666,75.4,281.04,0.23908109860590065,0.04554773152687405,0.3340857787810384,0.12927454272333655,232,Very Unhealthy
24,0.1818181818181818,2021,0,0.33333333333333337,90.99,181.2,0.15703302301885047,0.046528211070505386,0.13769751693002258,0.3089157904038172,177,Unhealthy
25,0.1818181818181818,2021,0,0.5,83.85,208.21,0.014867305821870222,0.06275069079240574,0.05869074492099324,0.1465052575770964,194,Unhealthy
26,0.1818181818181818,2021,0,0.6666666666666666,110.6,228.02,0.023435690797091378,0.1216685979142526,0.09706546275395034,0.17460457718476627,221,Very Unhealthy
27,0.1818181818181818,2021,0,0.8333333333333334,166.83,307.27,0.02688620258441017,0.1981460023174971,0.13092550790067722,0.22019969956702304,268,Very Unhealthy
28,0.1818181818181818,2021,1,0.9999999999999999,181.38,336.8,0.03151776203047566,0.16382921829040017,0.13092550790067722,0.23760713970133426,268,Very Unhealthy
29,0.1818181818181818,2021,1,0.0,111.31,356.5,0.14925200314946044,0.05285676085212586,0.291196388261851,0.3085623398427145,215,Very Unhealthy
30,0.1818181818181818,2021,0,0.16666666666666666,71.45,378.18,0.005256819971284331,0.06667260896693109,0.06772009029345372,0.33657329681010867,248,Very Unhealthy
31,0.1818181818181818,2021,0,0.33333333333333337,67.01,293.43,0.08938909730906396,0.1320082003743649,0.04966139954853273,0.49244499425642835,152,Unhealthy
1,0.2727272727272727,2021,0,0.5,62.95,278.87,0.08890278356722708,0.23932614315001333,0.13769751693002258,0.5299991163735972,231,Very Unhealthy
2,0.2727272727272727,2021,1,0.6666666666666666,85.17,218.59,0.1304015562039739,0.26882966396292,0.21670428893905194,0.3746575947689317,197,Unhealthy
3,0.2727272727272727,2021,0,0.8333333333333334,69.14,189.48,0.15543513500995787,0.14707193154470094,0.255079006772009,0.35998939648316686,159,Unhealthy
4,0.2727272727272727,2021,1,0.9999999999999999,94.37,250.37,0.17581399657264601,0.24520902041180137,0.31376975169300225,0.2896527348237165,198,Unhealthy
5,0.2727272727272727,2021,0,0.0,76.91,230.03,0.1792413505627345,0.17024690257598712,0.34762979683972917,0.4617831580807634,188,Unhealthy
6,0.2727272727272727,2021,0,0.16666666666666666,172.48,455.72,0.03837247001065259,0.14635885551296904,0.20541760722347632,0.3970133427586816,377,Dangerous
7,0.2727272727272727,2021,0,0.33333333333333337,78.51,293.92,0.015839933305543976,0.07371423478028345,0.06772009029345372,0.3286206591852964,304,Dangerous
8,0.2727272727272727,2021,0,0.5,72.39,179.66,0.12032791440878145,0.07621000089134504,0.255079006772009,0.418662189626226,152,Unhealthy
9,0.2727272727272727,2021,0,0.6666666666666666,62.75,170.91,0.1231531656708814,0.1276406096800071,0.24604966139954856,0.46575947689316954,157,Unhealthy
10,0.2727272727272727,2021,0,0.8333333333333334,89.09,241.68,0.152331990181094,0.2198948212853195,0.31151241534988716,0.33993107714058496,189,Unhealthy
11,0.2727272727272727,2021,1,0.9999999999999999,83.4,223.02,0.14413412996155808,0.16864248150459038,0.31151241534988716,0.3560130776707608,181,Unhealthy
12,0.2727272727272727,2021,0,0.0,116.89,295.56,0.17982029549349268,0.1887868794010161,0.3431151241534989,0.32720685694088536,226,Very Unhealthy
13,0.2727272727272727,2021,0,0.16666666666666666,119.0,314.03,0.16789402991987404,0.22818433015420264,0.3408577878103838,0.3221701864451709,279,Very Unhealthy
14,0.2727272727272727,2021,1,0.33333333333333337,73.31,234.69,0.12470473808531334,0.1502807736874944,0.2573363431151242,0.3523902094194574,214,Very Unhealthy
15,0.2727272727272727,2021,0,0.5,97.54,286.71,0.13459311750266317,0.192619663071575,0.2957110609480813,0.351948396218079,235,Very Unhealthy
16,0.2727272727272727,2021,0,0.6666666666666666,132.11,323.16,0.16101616414246678,0.16213566271503696,0.32054176072234764,0.35760360519572326,232,Very Unhealthy
17,0.2727272727272727,2021,0,0.8333333333333334,51.27,130.61,0.09418276133574174,0.012300561547374985,0.21670428893905194,0.21931607316426613,142,Unhealthy
18,0.2727272727272727,2021,1,0.9999999999999999,87.02,197.75,0.10981427446621278,0.045191193511008115,0.2934537246049662,0.2893876469028895,161,Unhealthy
19,0.2727272727272727,2021,0,0.0,99.27,260.87,0.1215552776619888,0.07594259737944559,0.27990970654627545,0.31289210921622335,212,Very Unhealthy
20,0.2727272727272727,2021,0,0.16666666666666666,70.73,204.81,0.09994905284609329,0.14421962741777342,0.2325056433408578,0.4970398515507643,178,Unhealthy
21,0.2727272727272727,2021,0,0.33333333333333337,56.54,128.35,0.06880181557130287,0.028523041269275337,0.20993227990970656,0.3650260669788813,132,Unhealthy
22,0.2727272727272727,2021,0,0.5,53.53,129.73,0.08797647167801399,0.03574293609056065,0.25056433408577883,0.5239904568348501,152,Unhealthy
23,0.2727272727272727,2021,0,0.6666666666666666,43.49,106.79,0.08762910471955908,0.03164274890810232,0.2302483069977427,0.48502253247327026,112,Unhealthy
24,0.2727272727272727,2021,0,0.8333333333333334,57.98,117.01,0.09131119447918115,0.05000445672519833,0.2302483069977427,0.4718564990721923,96,Moderate
25,0.2727272727272727,2021,1,0.9999999999999999,104.76,189.19,0.10766059932379232,0.13646492557268916,0.32054176072234764,0.5098524343907395,217,Very Unhealthy
26,0.2727272727272727,2021,0,0.0,202.91,341.63,0.16462878051039787,0.2960156876726981,0.5101580135440181,0.4267915525315896,288,Very Unhealthy
27,0.2727272727272727,2021,0,0.16666666666666666,206.86,365.74,0.1733592700662313,0.1991264818611284,0.5598194130925509,0.4283820800565521,295,Very Unhealthy
28,0.2727272727272727,2021,0,0.33333333333333337,237.88,432.09,0.1815108146913066,0.24601123094749971,0.5756207674943568,0.35618980295131214,321,Dangerous
29,0.2727272727272727,2021,0,0.5,215.39,406.98,0.13000787365105831,0.21419021303146443,0.4379232505643341,0.5126800388795616,303,Dangerous
30,0.2727272727272727,2021,0,0.6666666666666666,187.38,445.59,0.021976749571580752,0.1998395578928603,0.11286681715575622,0.2878854820182027,346,Dangerous
1,0.36363636363636365,2021,0,0.8333333333333334,75.01,238.18,0.10170904543559817,0.08458864426419466,0.24153498871331833,0.5934434920915436,214,Very Unhealthy
2,0.36363636363636365,2021,1,0.9999999999999999,83.06,226.18,0.10603955351766942,0.09323469114894375,0.09480812641083522,0.34514447291685074,193,Unhealthy
3,0.36363636363636365,2021,0,0.0,105.77,294.37,0.08702700199157057,0.09163027007754701,0.1015801354401806,0.21799063356013076,258,Very Unhealthy
4,0.36363636363636365,2021,0,0.16666666666666666,79.05,188.93,0.09089435412903524,0.07549692485961315,0.08126410835214448,0.17919943447910222,163,Unhealthy
5,0.36363636363636365,2021,0,0.33333333333333337,69.61,170.36,0.08501227363253207,0.036366877618326056,0.13318284424379234,0.5025183352478572,151,Unhealthy
6,0.36363636363636365,2021,0,0.5,54.81,163.54,0.0791301931360289,0.029325251804973702,0.07900677200902936,0.39772024388088717,128,Unhealthy
7,0.36363636363636365,2021,0,0.6666666666666666,52.47,100.82,0.09311750266314668,0.027809965237543456,0.07223476297968398,0.35071131925421933,110,Unhealthy
8,0.36363636363636365,2021,0,0.8333333333333334,99.07,257.6,0.1256773655689871,0.02914698279704074,0.13769751693002258,0.3107714058496068,167,Unhealthy
9,0.36363636363636365,2021,1,0.9999999999999999,59.8,135.69,0.09422907693020241,0.03048400035653801,0.0925507900677201,0.44508261906865776,195,Unhealthy
10,0.36363636363636365,2021,0,0.0,51.08,94.49,0.1295447177064518,0.03217755593190124,0.12189616252821672,0.38234514447291684,88,Moderate
11,0.36363636363636365,2021,0,0.16666666666666666,57.75,120.48,0.0986985317956556,0.03458418753899634,0.04288939051918737,0.47203322435274364,111,Unhealthy
12,0.36363636363636365,2021,0,0.33333333333333337,43.88,141.98,0.08830068083923857,0.04216062037614761,0.03837471783295711,0.37501104533003443,114,Unhealthy
13,0.36363636363636365,2021,0,0.5,46.61,83.62,0.07808809226066417,0.03511899456279526,0.07674943566591422,0.4540072457365026,105,Unhealthy
14,0.36363636363636365,2021,1,0.6666666666666666,61.6,120.48,0.09175119262655737,0.03565380158659417,0.10835214446952598,0.43615799240081293,130,Unhealthy
15,0.36363636363636365,2021,0,0.8333333333333334,48.99,159.97,0.0911027743041082,0.03832783670558873,0.04740406320541761,0.31960766987717587,128,Unhealthy
16,0.36363636363636365,2021,1,0.9999999999999999,69.96,131.21,0.11331110184799223,0.049113111685533464,0.14446952595936796,0.42431739860387024,177,Unhealthy
17,0.36363636363636365,2021,0,0.0,99.12,211.16,0.17463294891389933,0.051519743292628574,0.27765237020316036,0.15012812582839974,203,Very Unhealthy
18,0.36363636363636365,2021,0,0.16666666666666666,30.87,64.67,0.08598490111620583,0.037793029681789825,0.03837471783295711,0.26190686577714944,92,Moderate
19,0.36363636363636365,2021,0,0.33333333333333337,38.92,42.26,0.06366078458617017,0.0342276495231304,0.04740406320541761,0.34355394539188827,72,Moderate
20,0.36363636363636365,2021,0,0.5,58.5,43.06,0.05953869667917189,0.03574293609056065,0.03160270880361174,0.3635239020941946,48,Good
21,0.36363636363636365,2021,0,0.6666666666666666,41.1,79.41,0.10752165254041036,0.03681255013815848,0.0744920993227991,0.43677653088274276,59,Moderate
22,0.36363636363636365,2021,0,0.8333333333333334,41.11,61.27,0.08297438747626326,0.038416971209555215,0.07900677200902936,0.4384554210479809,70,Moderate
23,0.36363636363636365,2021,1,0.9999999999999999,157.53,474.62,0.07787967208559123,0.037525626169890365,0.03160270880361174,0.37085800123707696,297,Very Unhealthy
24,0.36363636363636365,2021,0,0.0,61.78,137.99,0.07463758047334539,0.04046706480078438,0.018058690744920988,0.47477246620129004,134,Unhealthy
25,0.36363636363636365,2021,0,0.16666666666666666,51.73,124.95,0.09274697790746145,0.04572600053480702,0.02031602708803612,0.5586286118229212,122,Unhealthy
26,0.36363636363636365,2021,1,0.33333333333333337,65.16,149.77,0.11166689824463898,0.04777609412603619,0.09029345372460498,0.409207387116727,137,Unhealthy
27,0.36363636363636365,2021,0,0.5,66.99,154.61,0.1453383354175351,0.04091273732061681,0.1918735891647856,0.343907395952991,140,Unhealthy
28,0.36363636363636365,2021,0,0.6666666666666666,36.43,85.77,0.0816543930341346,0.03333630448346555,0.10609480812641084,0.5208094017849253,95,Moderate
29,0.36363636363636365,2021,0,0.8333333333333334,27.2,80.39,0.06653235144273077,0.03814956769765576,0.06094808126410836,0.4671732791375806,76,Moderate
30,0.36363636363636365,2021,1,0.9999999999999999,28.44,138.19,0.06989023204112826,0.03707995365005794,0.05869074492099324,0.45144472916850753,102,Unhealthy
31,0.36363636363636365,2021,0,0.0,44.64,125.09,0.14350886943633923,0.0348515910508958,0.14898419864559823,0.1968719625342405,113,Unhealthy
1,0.4545454545454545,2021,0,0.16666666666666666,44.7,108.78,0.0663007734704275,0.03511899456279526,0.05191873589164786,0.5657859856852522,107,Unhealthy
2,0.4545454545454545,2021,0,0.33333333333333337,61.13,124.94,0.08742068454448612,0.03404938051519744,0.11286681715575622,0.23151011752231151,132,Unhealthy
3,0.4545454545454545,2021,0,0.5,75.96,144.07,0.08589226992728452,0.03529726357072823,0.13092550790067722,0.5639303702394627,118,Unhealthy
4,0.4545454545454545,2021,0,0.6666666666666666,96.17,183.07,0.09538696679171878,0.03378197700329798,0.16478555304740408,0.5856675797472828,216,Very Unhealthy
5,0.4545454545454545,2021,0,0.8333333333333334,47.42,139.41,0.10870270019915707,0.04554773152687405,0.08803611738148986,0.3229654502076522,104,Unhealthy
6,0.4545454545454545,2021,1,0.9999999999999999,56.79,205.74,0.09156593024871475,0.05160887779659506,0.07223476297968398,0.20349916055491735,181,Unhealthy
7,0.4545454545454545,2021,0,0.0,73.07,192.02,0.11064795516650457,0.05775915857028256,0.13769751693002258,0.24396924980118403,158,Unhealthy
8,0.4545454545454545,2021,0,0.16666666666666666,96.43,384.33,0.10534481960075957,0.05909617612977984,0.1196388261851016,0.11301581691260935,194,Unhealthy
9,0.4545454545454545,2021,0,0.33333333333333337,75.25,350.71,0.09399749895789913,0.05080666726089669,0.0632054176072235,0.18520809401784924,348,Dangerous
10,0.4545454545454545,2021,0,0.5,62.83,219.08,0.09207540178778195,0.05660041001871824,0.14221218961625284,0.31262702129539627,218,Very Unhealthy
11,0.4545454545454545,2021,0,0.6666666666666666,50.98,134.62,0.11671529804085036,0.05553079597112043,0.0835214446952596,0.4082353980736944,127,Unhealthy
12,0.4545454545454545,2021,0,0.8333333333333334,37.69,95.55,0.1939928673984531,0.07817095997860772,0.08803611738148986,0.2204647874878501,114,Unhealthy
13,0.4545454545454545,2021,1,0.9999999999999999,38.56,73.37,0.15497197906535132,0.06524645690346732,0.08577878103837472,0.23274719448617123,97,Moderate
14,0.4545454545454545,2021,0,0.0,44.43,100.54,0.1489509517854662,0.06640520545503165,0.09932279909706546,0.2779888663073252,88,Moderate
15,0.4545454545454545,2021,0,0.16666666666666666,36.99,119.58,0.14654254087351212,0.06961404759782511,0.05417607223476299,0.23884421666519393,97,Moderate
16,0.4545454545454545,2021,0,0.33333333333333337,41.19,92.69,0.11351952202306517,0.06150280773687494,0.11512415349887134,0.328443933904745,123,Unhealthy
17,0.4545454545454545,2021,0,0.5,49.51,84.06,0.09487749525265157,0.05241108833229342,0.15349887133182846,0.4041707166210126,85,Moderate
18,0.4545454545454545,2021,0,0.6666666666666666,35.59,58.46,0.09587328053355566,0.054372047419556105,0.08126410835214448,0.4230803216400106,70,Moderate
19,0.4545454545454545,2021,0,0.8333333333333334,37.02,58.77,0.10733639016256774,0.05954184864961226,0.05643340857787811,0.2234691172572236,63,Moderate
20,0.4545454545454545,2021,1,0.9999999999999999,27.82,34.46,0.09795748228428512,0.060789731705143055,0.03386004514672686,0.24865246973579566,54,Moderate
21,0.4545454545454545,2021,0,0.0,31.18,67.07,0.09853642721504331,0.05348070237989125,0.10609480812641084,0.36873729787046033,55,Moderate
22,0.4545454545454545,2021,0,0.16666666666666666,51.51,159.71,0.0834375434208698,0.06070059720117657,0.09029345372460498,0.3203145709993815,108,Unhealthy
23,0.4545454545454545,2021,0,0.33333333333333337,95.84,285.92,0.11291741929507666,0.06747481950262946,0.1196388261851016,0.2752496244587788,236,Very Unhealthy
24,0.4545454545454545,2021,0,0.5,56.41,152.56,0.09226066416562458,0.06283982529637222,0.12866817155756208,0.46973579570557566,129,Unhealthy
25,0.4545454545454545,2021,0,0.6666666666666666,65.38,226.41,0.09114908989856886,0.06506818789553435,0.07674943566591422,0.3263232305381285,182,Unhealthy
26,0.4545454545454545,2021,0,0.8333333333333334,46.95,158.6,0.10777638830994397,0.08236028166503252,0.12866817155756208,0.20977290801449144,138,Unhealthy
27,0.4545454545454545,2021,1,0.9999999999999999,72.04,166.74,0.10474271687277106,0.0733576967644175,0.16930022573363435,0.460192630555801,150,Unhealthy
28,0.4545454545454545,2021,0,0.0,63.33,149.28,0.09207540178778195,0.07380336928424994,0.13995485327313772,0.46125298223910927,136,Unhealthy
29,0.4545454545454545,2021,0,0.16666666666666666,77.96,237.98,0.10518271502014728,0.0776361529548088,0.1467268623024831,0.33374569232128654,196,Unhealthy
30,0.4545454545454545,2021,0,0.33333333333333337,87.86,415.77,0.09814274466212775,0.05936357964167929,0.06546275395033863,0.16559158787664574,215,Very Unhealthy
1,0.5454545454545454,2021,0,0.5,56.77,289.39,0.07579547033486175,0.057491755058383096,0.04514672686230248,0.16656357691967835,302,Dangerous
2,0.5454545454545454,2021,0,0.6666666666666666,64.92,291.96,0.07806493446343384,0.05517425795525448,0.07900677200902936,0.2566934700008836,280,Very Unhealthy
